NUMERO_REGISTRO;PRODUTO_TECNICO_MARCA_COMERCIAL;INGREDIENTE_ATIVO(GRUPO_QUIMICI)(CONCENTRACAO);CLASSE;TITULAR_REGISTRO;EMPRESA_<PAIS>_TIPO;CLASSIFICACAO_TOXICOLOGICA;CLASSIFICACAO_AMBIENTAL
TC06823;Bifenthrin Técnico SD;bifentrina (piretróide) (980 g/kg);Inseticida;Sharda do Brasil Comércio de Produtos Químicos e Agroquímicos LTDA; (Youjia Crop Protection Co Ltd<CHINA, REPUBLICA POPULAR>FABRICANTE);PT;II
TC16421;Bifenthrin Técnico Wynca ;bifentrina (piretróide) (980 g/kg);Acaricida/Formicida/Inseticida;Wynca do Brasil Ltda  São Paulo ; (Youjia Crop Protection Co Ltd<CHINA, REPUBLICA POPULAR>FABRICANTE);PT;II
TC09422;Bifenthrin Técnico Yangnong;bifentrina (piretróide) (980 g/kg);Acaricida/Formicida/Inseticida;Sinochem Agro do Brasil Ltda. ; (Youjia Crop Protection Co Ltd<CHINA, REPUBLICA POPULAR>FABRICANTE);PT;II
TC16821;Bifenthrin Y Técnico Helm;bifentrina (piretróide) (980 g/kg);Acaricida/Formicida/Inseticida;Helm do Brasil Mercantil - São Paulo/SP;;PT;II
TC00822;Bifenthrin Yo Técnico Helm;bifentrina (piretróide) (980 g/kg);Acaricida/Formicida/Inseticida;Helm do Brasil Mercantil - São Paulo/SP; (Youjia Crop Protection Co Ltd<CHINA, REPUBLICA POPULAR>FABRICANTE);PT;II
TC04124;Bifentrin Técnico Gilmore;bifentrina (piretróide) (980 g/kg);Inseticida;Gilmore Agro do Brasil Ltda - ME ; (Aimco Pesticides Ltd.  <ÍNDIA>FABRICANTE);PT;II
29419;Bifentrin Técnico MEGA;bifentrina (piretróide) (980 g/kg);Inseticida;Meghmani Organics Biodefensivos e Agrícolas do Brasil Ltda - Campinas/SP; (Meghmani Organics Ltd. Unit I - Ankleshwar <ÍNDIA>FABRICANTE);II;II
9116;Bifentrin Técnico Proventis;bifentrina (piretróide) (970 g/kg);Acaricida/Formicida/Inseticida;Proventis Lifescience Defensivos Agrícolas Ltda; (Jiangsu Chunjiang Agrochemical Co. Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE) +  (Youjia Crop Protection Co Ltd<CHINA, REPUBLICA POPULAR>FABRICANTE) +  (Jiangsu Changlong Agrochemical Co., Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE);II;II
TC23625;Bifentrin Técnico Sinon;bifentrina (piretróide) (980 g/kg);Acaricida/Formicida/Inseticida;Sinon do Brasil Ltda. - Porto Alegre /RS.; (Sinon Corporation - Taiwan<TAIWAN (ILHA FORMOSA)>FABRICANTE);PT;II
TC09520;Bifentrina Ascenza Técnico;bifentrina (piretróide) (975 g/kg);Inseticida;Ascenza Brasil Ltda - Hortolândia/SP; (Jiangsu Chunjiang Runtian Agrochemical Co., Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE);PT;II
29519;Bifentrina Tecnico Tecnomyl;bifentrina (piretróide) (980 g/kg);Inseticida;Tecnomyl Brasil Distribuidora de Produtos Agrícolas Ltda - Foz do Iguaçu; (Meghmani Organics Ltd. Unit I - Ankleshwar <ÍNDIA>FABRICANTE);II;II
11816;Bifentrina Tradecorp Técnico II ;bifentrina (piretróide) (970 g/kg);Acaricida/Formicida/Inseticida;Agroallianz S.A; (Jiangsu Chunjiang Agrochemical Co. Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE);II;II
TC05621;Bifentrina Técnica Albaugh;bifentrina (piretróide) (980 g/kg);Inseticida;Albaugh Agro Brasil Ltda.- São Paulo; (Meghmani Organics Ltd. Unit I - Ankleshwar <ÍNDIA>FABRICANTE);PT;II
TC08420;Bifentrina Técnica Nortox;bifentrina (piretróide) (980 g/kg);Inseticida;Nortox S.A. - Arapongas; (Bharat Rasayan Limited - Unit I - Rohtak <ÍNDIA>FABRICANTE) +  (Aimco Pesticides Ltd.  <ÍNDIA>FABRICANTE);PT;II
TC17621;Bifentrina Técnica Nortox III;bifentrina (piretróide) (980 g/kg);Acaricida/Formicida/Inseticida;Nortox S.A. - Arapongas;;PT;II
TC18225;Bifentrina Técnica Nortox IV;bifentrina (piretróide) (980 g/kg);Inseticida;Nortox S.A. - Arapongas; (Hemani Industries Limited - Unit III - Dahej<ÍNDIA>FABRICANTE);PT;II
TC20125;Bifentrina Técnica Nortox V;bifentrina (piretróide) (980 g/kg);Inseticida;Nortox S.A. - Arapongas; (Guangdong Liwei Chemical Industry Co.,Ltd<CHINA, REPUBLICA POPULAR>FABRICANTE);PT;II
TC17321;Bifentrina Técnico Adama BR;bifentrina (piretróide) (980 g/kg);Acaricida/Formicida/Inseticida;Adama Brasil S.A.- Londrina/PR; (Youjia Crop Protection Co Ltd<CHINA, REPUBLICA POPULAR>FABRICANTE);PT;II
29619;Bifentrina Técnico Adama Brasil;bifentrina (piretróide) (980 g/kg);Inseticida;Adama Brasil S.A.- Londrina/PR; (Meghmani Organics Ltd. Unit I - Ankleshwar <ÍNDIA>FABRICANTE);II;II
TC03521;Bifentrina Técnico Alta;bifentrina (piretróide) (975 g/kg);Acaricida/Inseticida;ALTA - America Latina Tecnologia Agrícola Ltda.- Curitiba; (Jiangsu Chunjiang Runtian Agrochemical Co., Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE);PT;II
TC08220;Bifentrina Técnico BR-Cropchem;bifentrina (piretróide) (980 g/kg);Acaricida/Formicida/Inseticida;Cropchem Ltda - Porto Alegre; (Bharat Rasayan Limited - Escritorio - New Delhi <ÍNDIA>FABRICANTE) +  (Hemani Industries Limited - Unit III - Dahej<ÍNDIA>FABRICANTE) +  (Aimco Pesticides Ltd.  <ÍNDIA>FABRICANTE) +  (Aimco Pesticides Ltd.  <ÍNDIA>FABRICANTE) +  (Heranba Industries Limited - Mumbai<ÍNDIA>FABRICANTE) +  (Insecticides (India) Limited - Rajasthan<ÍNDIA>FABRICANTE);PT;II
TC02326;Bifentrina Técnico BRA II;bifentrina (piretróide) (980 g/kg);Inseticida;BRA Defensivos Agrícolas Ltda - Piracicaba/SP; (Meghmani Organics Ltd. Unit I - Ankleshwar <ÍNDIA>FABRICANTE);PT;II
TC13722;Bifentrina Técnico CHDS;bifentrina (piretróide) (980 g/kg);Acaricida/Formicida/Inseticida;CHDS do Brasil Comércio de Insumos Agrícolas Ltda - São Miguel do Iguaçu/PR   ; (Meghmani Organics Ltd. Unit I - Ankleshwar <ÍNDIA>FABRICANTE);PT;II
TC18325;Bifentrina Técnico Cropchem;bifentrina (piretróide) (980 g/kg);Inseticida;Cropchem Ltda - Porto Alegre; (Hemani Industries Limited - Unit III - Dahej<ÍNDIA>FABRICANTE);PT;II
TC18125;Bifentrina Técnico FB;bifentrina (piretróide) (980 g/kg);Inseticida;Agroallianz S.A; (Hemani Industries Limited - Unit III - Dahej<ÍNDIA>FABRICANTE);PT;II
TC00922;Bifentrina Técnico Globachem;bifentrina (piretróide) (980 g/kg);Acaricida/Formicida/Inseticida;Globachem Proteção de Cultivos do Brasil Ltda. - Campinas/SP;;PT;II
TC09620;Bifentrina Técnico HB-CropChem;bifentrina (piretróide) (980 g/kg);Inseticida;Cropchem Ltda - Porto Alegre; (Heranba Industries Limited - Mumbai<ÍNDIA>FABRICANTE) +  (Agrow Allied Ventures Pvt.Ltd.<ÍNDIA>FABRICANTE);PT;II
TC24622;Bifentrina Técnico Ihara I;bifentrina (piretróide) (980 g/kg);Acaricida/Formicida/Inseticida;Iharabras S.A. Indústria Químicas - Sorocaba; (Meghmani Organics Ltd. Unit I - Ankleshwar <ÍNDIA>FABRICANTE);PT;II
TC06723;Bifentrina Técnico Ihara II;bifentrina (piretróide) (980 g/kg);Inseticida;Iharabras S.A. Indústria Químicas - Sorocaba; (Youjia Crop Protection Co Ltd<CHINA, REPUBLICA POPULAR>FABRICANTE);PT;II
TC17221;Bifentrina Técnico MIL ;bifentrina (piretróide) (980 g/kg);Acaricida/Formicida/Inseticida;Adama Brasil S.A.- Londrina/PR; (Youjia Crop Protection Co Ltd<CHINA, REPUBLICA POPULAR>FABRICANTE);PT;II
01807;Bifentrina Técnico Milenia;bifentrina (piretróide) (962.4 g/kg);Acaricida/Formicida/Inseticida;Adama Brasil S.A.- Londrina/PR; (Adama Makhteshim Ltd - BeerSheva<ISRAEL>FABRICANTE) +  (Aimco Pesticides Ltd.  <ÍNDIA>FABRICANTE) +  (Meghmani Organics Ltd. Unit I - Ankleshwar <ÍNDIA>FABRICANTE);III;II
TC07320;Bifentrina Técnico Ouro Fino;bifentrina (piretróide) (980 g/kg);Inseticida;Ouro Fino Química S.A. - Uberaba; (Meghmani Organics Ltd. Unit I - Ankleshwar <ÍNDIA>FABRICANTE);PT;II
TC05921;Bifentrina Técnico Rainbow;bifentrina (piretróide) (980 g/kg);Inseticida;Rainbow Defensivos Agrícolas Ltda.- Porto Alegre /RS ; (Qingdao Rainbow Chemical Co., Ltd <CHINA, REPUBLICA POPULAR>FABRICANTE);PT;III
TC18425;Bifentrina Técnico Red Surcos;bifentrina (piretróide) (980 g/kg);Inseticida;Red Surcos do Brasil Comércio Agropecuário Ltda; (Hemani Industries Limited - Unit III - Dahej<ÍNDIA>FABRICANTE);PT;II
TC03624;Bifentrina Técnico Sulphur Mills;bifentrina (piretróide) (980 g/kg);Acaricida/Formicida/Inseticida;SM Agrocare Brasil Importação Comércio e Serviços Agrícolas Ltda; (Aimco Pesticides Ltd.  <ÍNDIA>FABRICANTE);PT;II
TC00722;Bifentrina Técnico Tide;bifentrina (piretróide) (980 g/kg);Acaricida/Formicida/Inseticida;Tide do Brasil Ltda - Porto Alegre/RS; (Youjia Crop Protection Co Ltd<CHINA, REPUBLICA POPULAR>FABRICANTE);PT;II
TC18025;Bifentrina Técnico Tide II;bifentrina (piretróide) (980 g/kg);Inseticida;Tide do Brasil Ltda - Porto Alegre/RS; (Hemani Industries Limited - Unit III - Dahej<ÍNDIA>FABRICANTE);PT;II
34519;Bispiribac Tecnico Nortox;Bispiribaque-sódico (ácido pirimidiniloxibenzóico) (960 g/kg);Herbicida/Regulador de Crescimento;Nortox S.A. - Arapongas; (Jiangsu Institute of Economes<CHINA, REPUBLICA POPULAR>FABRICANTE);PT;III
TC24025;Bispiribac Técnico Nortox II;Bispiribaque-sódico (ácido pirimidiniloxibenzóico) (980 g/kg);Herbicida;Nortox S.A. - Arapongas; (Zibo Nab Agrochemicals Limited - Zibo<CHINA, REPUBLICA POPULAR>FABRICANTE);PT;III
34319;Bispiribaque Técnico Crystal;Bispiribaque-sódico (ácido pirimidiniloxibenzóico) (960 g/kg);Herbicida/Regulador de Crescimento;Crystal Agro Ltda; (Jiangsu Institute of Economes<CHINA, REPUBLICA POPULAR>FABRICANTE);PT;III
11116;Bispyribac Tecnico UPL;Bispiribaque-sódico (ácido pirimidiniloxibenzóico) (950 g/kg);Herbicida;UPL do Brasil Indústria e Comércio de Insumos Agropecuários S.A. - Matriz Ituverava/SP ; (Jiangsu Repont Pesticide Factory - Jintan<CHINA, REPUBLICA POPULAR>FABRICANTE);III;III
23617;Bixafen Técnico;Bixafem (carboxamida) (980 g/kg);Fungicida;Bayer S.A. - São Paulo/ SP; (Bayer AG - Dormagen<ALEMANHA>FABRICANTE);III;II
7606;Boral Técnico;sulfentrazona (triazolona) (910 g/kg);Herbicida;FMC Química do Brasil Ltda. - Campinas/SP; (Zhejiang Lianhe Chemical Technology Co. LTD - Huangyan<CHINA, REPUBLICA POPULAR>FABRICANTE) +  (Jiangsu Lianhe Chemical Technology Co., Ltd<CHINA, REPUBLICA POPULAR>FABRICANTE) +  (Shanghai Baoda Veterinary Pharmaceutical Co., Ltd<CHINA, REPUBLICA POPULAR>FABRICANTE);III;II
1307;Borneo Tecnico;etoxazol (difenil oxazolina) (930 g/kg);Acaricida;Sumitomo Chemical Brasil Indústria Química S.A. - Maracanaú/CE; (Kyoyu Agri Co. Ltd.<JAPÃO>FABRICANTE) +  (Nisso Fine Co. Ltd- Isohara Plant<JAPÃO>FABRICANTE) +  (Trust Crop Protection Technology Co., Ltd<CHINA, REPUBLICA POPULAR>FABRICANTE);II;II
07403;Boscalid Técnico;Boscalida (anilida) (960 g/kg);Fungicida;Basf Agricultural Solutions Brasil Ltda  SãoPaulo/SP; (Basf S.A.  Guaratinguetá<BRASIL>FABRICANTE);III;III
TC14323;Boscalid Técnico ABT;Boscalida (anilida) (975 g/kg);Fungicida;Agrobeats Defensivos Agrícolas Ltda ; (Jingbo Agrochemicals Technology Co Ltd<CHINA, REPUBLICA POPULAR>FABRICANTE);PT;III
TC10525;Boscalid Técnico Agrogill;Boscalida (anilida) (980 g/kg);Fungicida;Agrogill Chemicals Ltda; (Nantong Jiahe Chemicals Co. Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE);PT;III
TC25822;Boscalid Técnico Bailly;Boscalida (anilida) (980 g/kg);Fungicida;Proregistros Registros de Produtos Ltda - EPP ; (Taizhou Bailly Chemical Co., Limited<CHINA, REPUBLICA POPULAR>FABRICANTE);PT;III
TC30425;Boscalid Técnico Biossen;Boscalida (anilida) (980 g/kg);Fungicida;Biorisk - Assessoria e Comércio de Produtos Agrícolas Ltda.; (Inner Mongolia Join Dream Fine Chemicals Co. Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE);PT;III
TC14623;Boscalid Técnico FB;Boscalida (anilida) (975 g/kg);Fungicida;Agroallianz S.A; (Jingbo Agrochemicals Technology Co Ltd<CHINA, REPUBLICA POPULAR>FABRICANTE);PT;III
TC00522;Boscalid Técnico Gilmore;Boscalida (anilida) (985 g/kg);Fungicida;Gilmore Agro do Brasil Ltda - ME ; (Zhejiang Udragon Bioscience Co. Ltd<CHINA, REPUBLICA POPULAR>FABRICANTE);PT;III
TC24325;Boscalid Técnico NGC;Boscalida (anilida) (980 g/kg);Fungicida;Syncrom Assessoria e Comércio de Produtos Agropecuários  Ltda.; (Inner Mongolia Join Dream Fine Chemicals Co. Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE);PT;III
TC00222;Boscalid Técnico Nortox;Boscalida (anilida) (980 g/kg);Fungicida;Nortox S.A. - Arapongas; (Huaian Glory Chemical Co., Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE);PT;III
TC00322;Boscalid Técnico Nortox II;Boscalida (anilida) (985 g/kg);Fungicida;Nortox S.A. - Arapongas;;PT;III
TC01624;Boscalid Técnico Nortox III;Boscalida (anilida) (980 g/kg);Fungicida;Nortox S.A. - Arapongas; (Xiangshui Zhongshan Bioscience Co. Ltd<CHINA, REPUBLICA POPULAR>FABRICANTE);PT;III
TC11723;Boscalid Técnico Nortox IV;Boscalida (anilida) (975 g/kg);Fungicida;Nortox S.A. - Arapongas; (Shandong Cynda Chemical Co. LTD<CHINA, REPUBLICA POPULAR>FABRICANTE);PT;III
TC02123;Boscalid Técnico Oxon;Boscalida (anilida) (980 g/kg);Fungicida;Oxon Brasil Defensivos Agrícolas Ltda.; (Taizhou Bailly Chemical Co., Limited<CHINA, REPUBLICA POPULAR>FABRICANTE);PT;III
TC15422;Boscalid Técnico Rainbow;Boscalida (anilida) (970 g/kg);Fungicida;Rainbow Defensivos Agrícolas Ltda.- Porto Alegre /RS ; (Shandong Weifang Rainbow Chemical Co., Ltd. - Unidade Fabril 02<CHINA, REPUBLICA POPULAR>FABRICANTE);PT;III
TC00622;Boscalid Técnico Udragon;Boscalida (anilida) (985 g/kg);Fungicida;Syncrom Assessoria e Comércio de Produtos Agropecuários  Ltda.; (Zhejiang Udragon Bioscience Co. Ltd<CHINA, REPUBLICA POPULAR>FABRICANTE);PT;III
TC14723;Boscalid Técnico Wynca;Boscalida (anilida) (975 g/kg);Fungicida;Wynca do Brasil Ltda  São Paulo ; (Jingbo Agrochemicals Technology Co Ltd<CHINA, REPUBLICA POPULAR>FABRICANTE);PT;III
TC01524;Boscalid Técnico ZS;Boscalida (anilida) (975 g/kg);Fungicida;Zhongshan Química do Brasil - Sorocaba/SP; (Xiangshui Zhongshan Bioscience Co. Ltd<CHINA, REPUBLICA POPULAR>FABRICANTE);PT;III
TC00122;Boscalida Ascenza Técnico ;Boscalida (anilida) (975 g/kg);Fungicida;Ascenza Brasil Ltda - Hortolândia/SP; (Zhejiang Udragon Bioscience Co. Ltd<CHINA, REPUBLICA POPULAR>FABRICANTE) +  (Zhejiang Heben Pesticide & Chemicals Co. Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE);PT;III
TC15322;Boscalida Técnico Adama;Boscalida (anilida) (970 g/kg);Fungicida;Adama Brasil S.A.- Londrina/PR; (Shandong Weifang Rainbow Chemical Co., Ltd. - Unidade Fabril 02<CHINA, REPUBLICA POPULAR>FABRICANTE);PT;III
TC07126;Boscalida Técnico Coromandel;Boscalida (anilida) (960 g/kg);Fungicida;Coromandel Brasil Ltda.- Cotia/SP; (Coromandel Fertilizers Limited (Coromandel International Limited) - Ankleshwar<ÍNDIA>FABRICANTE);PT;III
TC03926;Boscalida Técnico Cropchem;Boscalida (anilida) (980 g/kg);Fungicida;Cropchem Ltda - Porto Alegre; (Inner Mongolia Join Dream Fine Chemicals Co. Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE);PT;III
TC14523;Boscalida Técnico Sharda;Boscalida (anilida) (975 g/kg);Fungicida;Sharda do Brasil Comércio de Produtos Químicos e Agroquímicos LTDA; (Jingbo Agrochemicals Technology Co Ltd<CHINA, REPUBLICA POPULAR>FABRICANTE);PT;III
TC04723;Brodal Técnico;diflufenicam (anilida) (970 g/kg);Herbicida;Bayer S.A. - São Paulo/ SP; (Briar Chemicals Limited<REINO UNIDO>FABRICANTE);PT;II
17307;Broker Técnico;hexazinona (triazinona) (960 g/kg);Herbicida;Albaugh Agro Brasil Ltda.- São Paulo; (Kajo Agrochemical Co., LTD<CHINA, REPUBLICA POPULAR>FABRICANTE) +  (Jiangsu Suhua Group Xinyi Agrochemical Co. Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE) +  (Jiangsu Lanfeng Biochemical Co. Ltd - Planta 2 Suhua<CHINA, REPUBLICA POPULAR>FABRICANTE);I;III
18719;Broker Técnico CH;hexazinona (triazinona) (980 g/kg);Herbicida;Albaugh Agro Brasil Ltda.- São Paulo; (Jiangsu Flag Chemical Industry Co., Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE);I;III
578501;Bromacil Técnico 950;bromacila (Uracila) (950 g/kg);Herbicida;AMVAC do Brasil Importação e Comércio de Insumos Agrícolas Ltda; (Adama Agan Ltd. - Ashdod <ISRAEL>FABRICANTE) +  (Jiangsu Luye Agrochemicals Co., Ltd <CHINA, REPUBLICA POPULAR>FABRICANTE);III;II
307;Bulldock Técnico BCS;beta-ciflutrina (piretróide) (975 g/kg);Inseticida;Bayer S.A. - São Paulo/ SP; (Bayer Vapi Private Limited - Gujarat<ÍNDIA>FABRICANTE);II;II
06801;Cadusafos Técnico FMC;cadusafós (organofosforado) (900 g/kg);Inseticida/Nematicida;FMC Química do Brasil Ltda. - Campinas/SP; (Viakem S.A. de C.V. - Unidade de San Nicolás de Los Garza<MÉXICO>FABRICANTE) +  (FMC Corporation  Philadelphia<ESTADOS UNIDOS>FABRICANTE);I;II
01600;Calypso Técnico;tiacloprido (neonicotinóide) (950 g/kg);Inseticida;Bayer S.A. - São Paulo/ SP; (Bayer AG - Dormagen<ALEMANHA>FABRICANTE) +  (PI Industries Limited - Panoli<ÍNDIA>FABRICANTE) +  (Limin Chemical Co.,Ltd (Unidade II)<CHINA, REPUBLICA POPULAR>FABRICANTE);II;III
208904;Captan MKT Técnico Milenia;captana (dicarboximida) (910 g/kg);Fungicida;Adama Brasil S.A.- Londrina/PR; (Adama Makhteshim Ltd - BeerSheva<ISRAEL>FABRICANTE) +  (Adama Brasil S.A.- Londrina/PR<BRASIL>FABRICANTE) +  (Adama Brasil S.A.- Londrina/PR<BRASIL>FABRICANTE);I;II
1218306;Captan Técnico;captana (dicarboximida) (900 g/kg);Fungicida;UPL do Brasil Indústria e Comércio de Insumos Agropecuários S.A. - Matriz Ituverava/SP ; (Arysta LifeScience North America Corporation.<ESTADOS UNIDOS>FABRICANTE) +  (Adama Makhteshim Ltd - BeerSheva<ISRAEL>FABRICANTE) +  (Arysta Lifescience North America Corporation - San Francisco<ESTADOS UNIDOS>FABRICANTE);I;II
TC04526;Captan Técnico NGC;captana (dicarboximida) (980 g/kg);Fungicida;Syncrom Assessoria e Comércio de Produtos Agropecuários  Ltda.; (Inner Mongolia Golden Season Chemistry, Co, Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE);PT;II
20618;Captan Técnico Rainbow;captana (dicarboximida) (960 g/kg);Fungicida;Rainbow Defensivos Agrícolas Ltda.- Porto Alegre /RS ;;IV;II
617;Captan Técnico SD;captana (dicarboximida) (950 g/kg);Fungicida;Sharda do Brasil Comércio de Produtos Químicos e Agroquímicos LTDA; (India Pesticides Limited<ÍNDIA>FABRICANTE);IV;II
TC07221;Captan Técnico YGC;captana (dicarboximida) (935 g/kg);Fungicida;UPL do Brasil Indústria e Comércio de Insumos Agropecuários S.A. - Matriz Ituverava/SP ; (Yingde Greatchem Chemicals <CHINA, REPUBLICA POPULAR>FABRICANTE);PT;II
TC06326;Captana Técnico Nortox;captana (dicarboximida) (980 g/kg);Fungicida;Nortox S.A. - Arapongas; (Inner Mongolia Golden Season Chemistry, Co, Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE);PT;II
TC07826;Captana Técnico Wynca;captana (dicarboximida) (980 g/kg);Fungicida;Wynca do Brasil Ltda  São Paulo ; (Inner Mongolia Golden Season Chemistry, Co, Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE);PT;II
198597;Carbosulfan Técnico;carbossulfano (metilcarbamato de benzofuranila) (860 g/kg);Acaricida/Inseticida/Nematicida;FMC Química do Brasil Ltda. - Campinas/SP; (FMC Corporation - Institute Plant<ESTADOS UNIDOS>FABRICANTE) +  (Indústrias Químicas Taubaté / IQT - Taubaté<BRASIL>FABRICANTE);II;II
1207;Carbosulfan Técnico FMC;carbossulfano (metilcarbamato de benzofuranila) (860 g/kg);Inseticida;FMC Química do Brasil Ltda. - Campinas/SP; (Viakem S.A. de C.V. - Unidade de San Nicolás de Los Garza<MÉXICO>FABRICANTE) +  (Dalian Chemphy Chemical CO. Ltd<CHINA, REPUBLICA POPULAR>FABRICANTE) +  (Jiangsu Lanfeng Biochemical Co., Ltd. - Planta 1<CHINA, REPUBLICA POPULAR>FABRICANTE) +  (Haili Guixi Chemical Industry Co., Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE);II;II
15019;Carfentrazona-Etílica Ascenza Técnico;carfentrazona-etílica (triazolona) (955 g/kg);Herbicida;Ascenza Brasil Ltda - Hortolândia/SP; (Jiangsu Repont Agrochemical Co. Ltd  - Rudong<CHINA, REPUBLICA POPULAR>FABRICANTE);IV;II
TC20022;Carfentrazona-Etílica Técnico China;carfentrazona-etílica (triazolona) (970 g/kg);Herbicida;Maxunitech do Brasil Ltda;;PT;II
TC21522;Carfentrazona-Etílica Técnico Ouro Fino;carfentrazona-etílica (triazolona) (970 g/kg);Herbicida;Ouro Fino Química S.A. - Uberaba; (Oriental (Luzhou) Agrochemicals Co., Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE);PT;II
TC21222;Carfentrazona-Etílica Técnico Rainbow;carfentrazona-etílica (triazolona) (950 g/kg);Herbicida;Rainbow Defensivos Agrícolas Ltda.- Porto Alegre /RS ;;PT;II
04300;Carfentrazone Ethyl Técnico;carfentrazona-etílica (triazolona) (900 g/kg);Herbicida;FMC Química do Brasil Ltda. - Campinas/SP; (Jiangsu Baozong & Baoda - Changjiang Town<CHINA, REPUBLICA POPULAR>FABRICANTE) +  (Jiangsu Lianhe Chemical Technology Co., Ltd<CHINA, REPUBLICA POPULAR>FABRICANTE) +  (FMC Corporation - Middleport<ESTADOS UNIDOS>FABRICANTE);IV;II
00103;Carfentrazone Ethyl Técnico FMC;carfentrazona-etílica (triazolona) (900 g/kg);Herbicida;FMC Química do Brasil Ltda. - Campinas/SP; (FMC Corporation - Baltimore<ESTADOS UNIDOS>FABRICANTE) +  (Shanghai Baoda Veterinary Pharmaceutical Co., Ltd<CHINA, REPUBLICA POPULAR>FABRICANTE);IV;II
15119;Carfentrazone Etil Técnico Nortox;carfentrazona-etílica (triazolona) (955 g/kg);Herbicida;Nortox S.A. - Arapongas; (Jiangsu Repont Agrochemical Co. Ltd  - Rudong<CHINA, REPUBLICA POPULAR>FABRICANTE) +  (Anhui JiuYi Agriculture Co., Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE) +  (Gansu Xinyu (Western) Chemical Co. Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE);IV;II
TC20922;Carfentrazone-Ethyl Técnico UPL;carfentrazona-etílica (triazolona) (970 g/kg);Herbicida;UPL do Brasil Indústria e Comércio de Insumos Agropecuários S.A. - Matriz Ituverava/SP ; (Oriental (Luzhou) Agrochemicals Co., Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE);PT;II
658495;Cartap Cloridrato Técnico;Cloridrato de cartape (bis(tiocarbamato)) (950 g/kg);Inseticida;Sumitomo Chemical Brasil Indústria Química S.A. - Maracanaú/CE; (Sumitomo Chemical Company, Limited - Hikari Plant<JAPÃO>FABRICANTE) +  (Hunan Haohua Chemical Co. Ltd<CHINA, REPUBLICA POPULAR>FABRICANTE) +  (Sumitomo Chemical CO. Ltd. - Ehime<JAPÃO>FABRICANTE) +  (Hunan Haohua Chemical Co. Ltd<CHINA, REPUBLICA POPULAR>FABRICANTE);III;III
11518;Cartap Tecnico ALS;Cloridrato de cartape (bis(tiocarbamato)) (970 g/kg);Inseticida;UPL do Brasil Indústria e Comércio de Insumos Agropecuários S.A. - Matriz Ituverava/SP ; (Anhui Huaxing Chemical Industry Co. Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE) +  (Jiangsu Tiarong Group<CHINA, REPUBLICA POPULAR>FABRICANTE);III;III
2195;Cascade Técnico;flufenoxurom (benzoiluréia) (940 g/kg);Acaricida/Inseticida;Basf S.A.  São Paulo; (Vertellus Specialties UK Ltd.  <REINO UNIDO>FABRICANTE);IV;I
558798;Cercobin Técnico;tiofanato-metílico (benzimidazol (precursor de)) (950 g/kg);Fungicida;Iharabras S.A. Indústria Químicas - Sorocaba; (Nippon Soda CO., LTD. (Takaoka Plant) (Fábrica)<JAPÃO>FABRICANTE) +  (Iharabras S.A. Indústria Químicas - Sorocaba<BRASIL>FABRICANTE) +  (Nisso Namhae Agro Co, Ltd.<CORÉIA (DO SUL), REPÚBLICA DA>FABRICANTE) +  (Jiangsu Lanfeng Biochemical Co. Ltd - Planta 2 Suhua<CHINA, REPUBLICA POPULAR>FABRICANTE) +  (Meghmani Industries Ltd. (Unit-III) - Dahej <ÍNDIA>FABRICANTE);IV;III
